pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist,is_borderline_massive,size_class,temp_zone,P_HABITABLE,P_ESI,P_TYPE,P_HABZONE_OPT,P_HABZONE_CON,hwc_habitable_label
Kepler-1440 b,Kepler-1440,Transit,2016,39.859484,1.26,2.13,597.0,5698.0,0.96,0.98,1115.35,False,Super-Earth,Too Hot,0.0,0.3180686,Terran,0.0,0.0,Not habitable
WASP-130 b,WASP-130,Transit,2016,11.55098,9.97601,390.9309,833.0,5625.0,0.96,1.04,172.256,False,Giant,Too Hot,0.0,0.098437662,Jovian,0.0,0.0,Not habitable
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,Microlensing,2020,,12.8,1760.0,,,,0.55,5670.0,False,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
Kepler-949 b,Kepler-949,Transit,2016,8.689307296,2.91,8.8,782.0,5403.0,0.86,0.89,486.105,False,Sub-Neptune/Neptune,Too Hot,0.0,0.23368943,Neptunian,0.0,0.0,Not habitable
Kepler-1964 b,Kepler-1964,Transit,2021,2.440829992,1.7810587,3.83,986.0,4803.0,0.698,0.752,,False,Super-Earth,Too Hot,0.0,0.27154566,Superterran,0.0,0.0,Not habitable
KMT-2023-BLG-1592L b,KMT-2023-BLG-1592L,Microlensing,2026,,14.1,184.34047606,,,,0.55,7200.0,False,Giant,,,,,,,
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,Microlensing,2022,,13.1,1036.12060682,,,,0.42,5830.0,False,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
KMT-2017-BLG-1057L b,KMT-2017-BLG-1057L,Microlensing,2024,,5.19,23.5,,,,0.57,6500.0,False,Sub-Neptune/Neptune,,,,,,,
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,Microlensing,2026,,7.34,42.32,,,,0.26,7500.0,False,Giant,,,,,,,
Wolf 327 b,Wolf 327,Transit,2024,0.5734745,1.24,2.53,996.0,3542.0,0.406,0.405,28.5321,False,Earth-sized,Too Hot,0.0,0.29481881,Terran,0.0,0.0,Not habitable
Kepler-62 f,Kepler-62,Transit,2013,267.291,1.41,35.0,208.0,4925.0,0.64,0.69,300.874,False,Super-Earth,Temperate,1.0,0.67871408,Terran,1.0,1.0,Conservative sample
WASP-53 c,WASP-53,Radial Velocity,2017,2840.0,,5196.5205,110.47,4953.0,0.798,0.839,201.338,True,,Too Cold,0.0,0.11856437,Jovian,0.0,0.0,Not habitable
KMT-2023-BLG-1743L b,KMT-2023-BLG-1743L,Microlensing,2024,,12.1,6356.56814,,,,0.11,7130.0,True,Giant,,,,,,,
TOI-5789 c,TOI-5789,Transit,2026,12.927748,2.86,5.0,718.0,5185.0,0.833,0.821,20.4581,False,Sub-Neptune/Neptune,Too Hot,,,,,,
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,Microlensing,2022,,12.2,5720.911326,,,,0.9,2700.0,True,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
OGLE-2016-BLG-1598L b,OGLE-2016-BLG-1598L,Microlensing,2024,,13.6,120.77479466,,,,0.55,5910.0,False,Giant,,,,,,,
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,Microlensing,2024,,12.8,1875.1876013,,,,0.63,7690.0,False,Giant,,,,,,,
HATS-44 b,HATS-44,Transit,2018,2.7439004,11.960003,177.9848,1161.0,5080.0,0.847,0.86,446.035,False,Giant,Too Hot,0.0,0.077377088,Jovian,0.0,0.0,Not habitable
HD 160691 b,HD 160691,Radial Velocity,2000,645.0,,1366.6621501,262.13,5773.0,1.33,1.13,15.5981,False,,Temperate,0.0,0.39184621,Jovian,1.0,1.0,Not habitable
Kepler-132 b,Kepler-132,Transit,2014,6.178196,1.21,1.92,1082.0,6003.0,1.178,0.929,349.549,False,Earth-sized,Too Hot,0.0,0.29358514,Terran,0.0,0.0,Not habitable
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,Microlensing,2022,,6.56,34.96112477,,,,0.27,5120.0,False,Giant,,0.0,,Neptunian,0.0,0.0,Not habitable
Kepler-49 b,Kepler-49,Transit,2012,7.2,2.579,9.77,509.0,4095.6,0.618,0.607,311.222,False,Sub-Neptune/Neptune,Too Hot,0.0,0.27870774,Neptunian,0.0,0.0,Not habitable
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,Microlensing,2020,,13.0,1250.0,,,,0.5,6440.0,False,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
Kepler-218 c,Kepler-218,Transit,2014,44.699576,3.14,10.0,500.0,5502.0,1.063,1.019,656.38,False,Sub-Neptune/Neptune,Too Hot,0.0,0.27445553,Neptunian,0.0,0.0,Not habitable
GJ 328 c,GJ 328,Radial Velocity,2023,241.8,4.91,21.4,184.01,3897.0,0.63,0.65,20.5266,False,Sub-Neptune/Neptune,Too Cold,0.0,0.33072342,Neptunian,0.0,0.0,Not habitable
K2-212 b,K2-212,Transit,2018,9.795647,2.65,7.51,542.0,4349.0,0.678,0.622,109.218,False,Sub-Neptune/Neptune,Too Hot,0.0,0.28492774,Neptunian,0.0,0.0,Not habitable
KMT-2022-BLG-1818L c,KMT-2022-BLG-1818L,Microlensing,2026,,13.2,114.41822652,,,,0.79,5300.0,False,Giant,,,,,,,
Qatar-8 b,Qatar-8,Transit,2019,3.71495,14.403565,117.91493,1457.0,5738.0,1.315,1.029,281.498,False,Giant,Too Hot,0.0,0.064082713,Jovian,0.0,0.0,Not habitable
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,Microlensing,2023,,11.9,9217.023803,,,,0.29,6890.0,True,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,Microlensing,2024,,13.8,301.93698665,,,,0.73,3580.0,False,Giant,,,,,,,
Kepler-74 b,Kepler-74,Transit,2013,7.340711,10.76,200.22,1078.0,6000.0,1.12,1.18,1177.55,False,Giant,Too Hot,0.0,0.084169313,Jovian,0.0,0.0,Not habitable
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,Microlensing,2018,,2.95,9.0,,,,0.2,5800.0,False,Sub-Neptune/Neptune,,0.0,,Superterran,0.0,0.0,Not habitable
PSR B0329+54 b,PSR B0329+54,Pulsar Timing,2017,10140.0,1.22,1.97,,,,1.44,504.93312058,False,Earth-sized,,0.0,,Terran,0.0,0.0,Not habitable
K2-140 b,K2-140,Transit,2017,6.569188,13.56286665,295.58041851,962.0,5585.0,1.06,0.96,347.917,False,Giant,Too Hot,0.0,0.071641353,Jovian,0.0,0.0,Not habitable
HD 184010 c,HD 184010,Radial Velocity,2022,484.3,11.8,95.3485221,457.53,4971.0,4.86,1.35,60.7993,False,Giant,Too Hot,0.0,0.1967135,Jovian,0.0,0.0,Not habitable
EPIC 201595106 b,EPIC 201595106,Transit,2021,0.87724,1.565,7.67,2038.0,5679.0,0.98,0.958,232.1,False,Super-Earth,Too Hot,0.0,0.28738835,Terran,0.0,0.0,Not habitable
TOI-1203 e,TOI-1203,Radial Velocity,2025,204.59,7.31,42.1,,5737.0,1.179,0.886,64.9943,False,Giant,,,,,,,
Kepler-1503 b,Kepler-1503,Transit,2016,96.16987,2.27,5.77,321.0,5069.0,0.74,0.77,1225.57,False,Sub-Neptune/Neptune,Too Hot,0.0,0.45283019,Superterran,0.0,0.0,Not habitable
Kepler-1781 b,Kepler-1781,Transit,2021,4.88752985,2.38091029,6.26,1003.0,5568.0,0.957,1.053,962.63,False,Sub-Neptune/Neptune,Too Hot,0.0,0.24600052,Superterran,0.0,0.0,Not habitable
Kepler-57 c,Kepler-57,Transit,2012,11.6,2.196,6.86,671.0,5187.9,0.826,0.859,644.14,False,Sub-Neptune/Neptune,Too Hot,0.0,0.30405323,Terran,0.0,0.0,Not habitable
Kepler-1124 b,Kepler-1124,Transit,2016,2.852348975,1.28,2.18,621.0,3658.0,0.34,0.35,289.899,False,Super-Earth,Too Hot,0.0,0.31451613,Terran,0.0,0.0,Not habitable
Kepler-1581 b,Kepler-1581,Transit,2016,6.28385491,0.8,0.437,1108.0,6022.0,1.23,1.12,493.175,False,Earth-sized,Too Hot,0.0,0.29113212,Subterran,0.0,0.0,Not habitable
K2-136 c,K2-136,Transit,2017,17.30723,3.0,18.1,470.0,4500.0,0.677,0.742,59.2474,False,Sub-Neptune/Neptune,Too Hot,0.0,0.30565293,Neptunian,0.0,0.0,Not habitable
HD 39091 b,HD 39091,Radial Velocity,2001,2088.8,12.3,4481.3805387,172.74,5998.0,1.17,1.07,18.2702,True,Giant,Too Cold,0.0,0.21803109,Jovian,0.0,0.0,Not habitable
LHS 1815 b,LHS 1815,Transit,2020,3.814334,1.088,1.58,617.0,3643.0,0.501,0.502,29.8424,False,Earth-sized,Too Hot,0.0,0.34633039,Terran,0.0,0.0,Not habitable
Kepler-464 b,Kepler-464,Transit,2016,7.256965224,3.3,10.9,1163.0,5933.0,1.59,1.21,667.604,False,Sub-Neptune/Neptune,Too Hot,0.0,0.20048465,Neptunian,0.0,0.0,Not habitable
Kepler-1580 b,Kepler-1580,Transit,2016,56.6449279,2.11,5.1,733.0,6228.0,2.15,1.47,1002.02,False,Sub-Neptune/Neptune,Too Hot,0.0,0.26545765,Superterran,0.0,0.0,Not habitable
Kepler-198 d,Kepler-198,Transit,2016,1.31184443,1.53,2.96,1562.0,5636.0,0.93,0.97,495.358,False,Super-Earth,Too Hot,0.0,0.27847662,Terran,0.0,0.0,Not habitable
HD 50554 b,HD 50554,Radial Velocity,2002,1240.0,12.8,1859.29618095,192.65,6050.0,1.02,1.1,31.1664,False,Giant,Too Cold,0.0,0.28098277,Jovian,0.0,0.0,Not habitable
HD 73267 c,HD 73267,Radial Velocity,2022,17071.78045,12.8,1630.77755632,69.53,5387.0,0.909,0.93,50.4093,False,Giant,Too Cold,0.0,0.074091125,Jovian,0.0,0.0,Not habitable
Kepler-580 b,Kepler-580,Transit,2016,8.222419656,2.57,7.13,558.0,4298.0,0.64,0.67,323.899,False,Sub-Neptune/Neptune,Too Hot,0.0,0.27310205,Neptunian,0.0,0.0,Not habitable
KOI-12 b,KOI-12,Transit,2015,17.855182,13.78707,349.613,911.0,6635.0,1.4,1.5,399.398,False,Giant,Too Hot,0.0,0.070779971,Jovian,0.0,0.0,Not habitable
Kepler-637 b,Kepler-637,Transit,2016,23.20584623,4.75,20.2,1002.0,6096.0,2.56,1.64,786.091,False,Sub-Neptune/Neptune,Too Hot,0.0,0.17262077,Neptunian,0.0,0.0,Not habitable
HD 29985 b,HD 29985,Radial Velocity,2022,20608.14049,12.8,1739.47487151,46.73,4678.0,0.574666,0.75,31.2707,False,Giant,Too Cold,0.0,0.070521771,Jovian,0.0,0.0,Not habitable
HD 165155 b,HD 165155,Radial Velocity,2016,434.5,13.2,918.5287,239.9,5426.0,0.95,1.02,63.3574,False,Giant,Temperate,0.0,0.36047379,Jovian,1.0,1.0,Not habitable
HD 22946 d,HD 22946,Transit,2023,47.42489,2.607,26.57,546.0,6169.0,1.117,1.098,62.7792,False,Sub-Neptune/Neptune,Too Hot,0.0,0.29154607,Neptunian,0.0,0.0,Not habitable
Kepler-1697 b,Kepler-1697,Transit,2020,33.4969,1.25954761,2.12,630.0,4681.53,0.772344,0.747,247.771,False,Super-Earth,Too Hot,0.0,0.47752012,Terran,0.0,0.0,Not habitable
Kepler-674 b,Kepler-674,Transit,2016,2.243381847,1.69,3.5,822.0,4192.0,0.57,0.6,342.254,False,Super-Earth,Too Hot,0.0,0.27861328,Superterran,0.0,0.0,Not habitable
Kepler-873 b,Kepler-873,Transit,2016,20.5533844,3.75,13.5,749.0,6163.0,1.27,1.18,1182.22,False,Sub-Neptune/Neptune,Too Hot,0.0,0.20385374,Neptunian,0.0,0.0,Not habitable
Kepler-783 b,Kepler-783,Transit,2016,4.29264638,0.78,0.399,991.0,5521.0,0.89,0.93,516.09,False,Earth-sized,Too Hot,0.0,0.29324849,Subterran,0.0,0.0,Not habitable
HD 31527 c,HD 31527,Radial Velocity,2019,51.2053,3.85,14.16,571.07,5898.0,1.073694,0.96,38.4473,False,Sub-Neptune/Neptune,Too Hot,0.0,0.24679422,Neptunian,0.0,0.0,Not habitable
Kepler-1955 b,Kepler-1955,Transit,2021,14.26519966,1.16654878,1.69,853.0,5825.0,1.291,1.049,449.351,False,Earth-sized,Too Hot,0.0,0.30207098,Terran,0.0,0.0,Not habitable
Kepler-1684 b,Kepler-1684,Transit,2020,47.7055,2.87084792,8.6,347.0,4706.54,0.666755,0.75,621.996,False,Sub-Neptune/Neptune,Too Hot,0.0,0.46115427,Neptunian,0.0,0.0,Not habitable
Kepler-322 c,Kepler-322,Transit,2014,4.337234,1.67,3.43,996.0,5388.0,0.89,0.908,400.48,False,Super-Earth,Too Hot,0.0,0.27785792,Superterran,0.0,0.0,Not habitable
Qatar-5 b,Qatar-5,Transit,2017,2.8792319,12.408363,1373.0256,1415.0,5747.0,1.076,1.128,367.658,False,Giant,Too Hot,0.0,0.073190977,Jovian,0.0,0.0,Not habitable
Kepler-399 c,Kepler-399,Transit,2014,26.67569,1.43,2.63,630.0,5502.0,0.68,0.902,740.537,False,Super-Earth,Too Hot,0.0,0.36415241,Terran,0.0,0.0,Not habitable
DMPP-2 c,DMPP-2,Radial Velocity,2026,3.168,8.26,51.79,1910.88,6500.0,1.78,1.41,137.94,False,Giant,Too Hot,,,,,,
TOI-1062 b,TOI-1062,Transit,2021,4.11296,2.265,10.15,1077.0,5328.0,0.84,0.94,82.1733,False,Sub-Neptune/Neptune,Too Hot,0.0,0.24823389,Superterran,0.0,0.0,Not habitable
TOI-1759 b,TOI-1759,Transit,2022,18.85019,3.14,10.8,443.0,4065.0,0.597,0.606,40.0654,False,Sub-Neptune/Neptune,Too Hot,0.0,0.36913808,Neptunian,0.0,0.0,Not habitable
TOI-2285 b,TOI-2285,Transit,2021,13.635109,1.77,19.5,358.0,3491.0,0.464,0.454,42.409,False,Super-Earth,Too Hot,0.0,0.74610595,Superterran,0.0,0.0,Not habitable
Kepler-546 b,Kepler-546,Transit,2016,4.147020258,7.0,39.1,1258.0,5967.0,1.15,1.11,1019.65,False,Giant,Too Hot,0.0,0.11764135,Neptunian,0.0,0.0,Not habitable
Kepler-682 b,Kepler-682,Transit,2016,12.611906672,7.37,42.6,753.0,5559.0,0.89,0.92,1979.25,False,Giant,Too Hot,0.0,0.11555605,Neptunian,0.0,0.0,Not habitable
TOI-220 b,TOI-220,Transit,2021,10.695264,3.03,13.8,805.0,5298.0,0.858,0.825,90.7402,False,Sub-Neptune/Neptune,Too Hot,0.0,0.22646433,Neptunian,0.0,0.0,Not habitable
TOI-5624 f,TOI-5624,Transit Timing Variations,2026,45.37,3.66,13.0,478.5,5327.0,0.82,0.858,101.913,False,Sub-Neptune/Neptune,Too Hot,,,,,,
Kepler-242 b,Kepler-242,Transit,2014,8.20395,2.61,7.32,742.0,5020.0,0.85,0.748,600.241,False,Sub-Neptune/Neptune,Too Hot,0.0,0.25477471,Neptunian,0.0,0.0,Not habitable
Kepler-258 b,Kepler-258,Transit,2014,13.19722,4.06,15.5,642.0,4942.0,0.915,0.82,575.988,False,Sub-Neptune/Neptune,Too Hot,0.0,0.21954494,Neptunian,0.0,0.0,Not habitable
TOI-4898 b,TOI-4898,Transit,2026,2.76520470167,3.7197954,13.4,667.0,4201.57,0.639344,0.619077,98.5958,False,Sub-Neptune/Neptune,Too Hot,,,,,,
Kepler-1292 b,Kepler-1292,Transit,2016,3.27646405,1.82,3.97,1195.0,5556.0,0.93,0.95,1493.43,False,Super-Earth,Too Hot,0.0,0.2668834,Superterran,0.0,0.0,Not habitable
HD 128717 b,HD 128717,Astrometry,2025,3420.0,12.1,6293.0024586,151.9,6210.0,1.248,1.212,73.636,True,Giant,Too Cold,,,,,,
TOI-3278 b,TOI-3278,Transit,2026,3.246456,13.89913607,95.3485221,1561.0,5720.0,1.39,1.04,904.752,False,Giant,Too Hot,,,,,,
Kepler-103 b,Kepler-103,Transit,2014,15.9653287,3.4857,11.67,973.0,6047.0,1.492,1.212,494.832,False,Sub-Neptune/Neptune,Too Hot,0.0,0.19962157,Neptunian,0.0,0.0,Not habitable
TOI-4492 b,TOI-4492,Transit,2026,4.4331824,11.78063872,1881.54416944,1207.0,5711.0,1.222,1.067,143.184,False,Giant,Too Hot,,,,,,
pi Men d,HD 39091,Radial Velocity,2022,124.64,3.72,13.38,443.55,5998.0,1.19,1.07,18.2702,False,Sub-Neptune/Neptune,Too Hot,0.0,0.34167998,Neptunian,0.0,0.0,Not habitable
Kepler-1058 b,Kepler-1058,Transit,2016,110.96546,2.72,7.85,239.0,4644.0,0.69,0.73,491.997,False,Sub-Neptune/Neptune,Temperate,0.0,0.48525677,Neptunian,0.0,0.0,Not habitable
Kepler-160 b,Kepler-160,Transit,2014,4.309397,1.715,3.59,1134.0,5471.0,1.118,1.003,937.013,False,Super-Earth,Too Hot,0.0,0.27288613,Superterran,0.0,0.0,Not habitable
Kepler-1365 b,Kepler-1365,Transit,2016,7.69993485,0.92,0.721,969.0,5770.0,1.05,1.0,840.128,False,Earth-sized,Too Hot,0.0,0.29526055,Terran,0.0,0.0,Not habitable
Kepler-346 c,Kepler-346,Transit,2014,23.851549,3.07,9.64,654.0,6033.0,1.021,0.943,984.105,False,Sub-Neptune/Neptune,Too Hot,0.0,0.25493167,Neptunian,0.0,0.0,Not habitable
Kepler-1489 b,Kepler-1489,Transit,2016,82.294751,1.77,3.78,400.0,5655.0,0.9,0.93,1283.05,False,Super-Earth,Too Hot,0.0,0.37302953,Superterran,0.0,0.0,Not habitable
Kepler-1126 b,Kepler-1126,Transit,2016,108.593329,1.73,3.64,374.0,5798.0,0.93,0.92,635.736,False,Super-Earth,Too Hot,0.0,0.50452199,Superterran,0.0,0.0,Not habitable
Kepler-1914 b,Kepler-1914,Transit,2021,30.82789993,2.9429803,8.97,585.0,5982.0,0.96,1.047,1621.56,False,Sub-Neptune/Neptune,Too Hot,0.0,0.25076132,Neptunian,0.0,0.0,Not habitable
HATS-43 b,HATS-43,Transit,2018,4.3888497,13.22662,82.95363,1003.0,5099.0,0.812,0.837,362.273,False,Giant,Too Hot,0.0,0.074036752,Jovian,0.0,0.0,Not habitable
Kepler-685 b,Kepler-685,Transit,2016,1.6255222,10.58,78.8,1579.0,5963.0,1.16,1.11,938.715,False,Giant,Too Hot,0.0,0.083143399,Jovian,0.0,0.0,Not habitable
Kepler-1303 b,Kepler-1303,Transit,2016,7.56127224,1.42,2.6,891.0,5771.0,1.0,1.01,897.783,False,Super-Earth,Too Hot,0.0,0.29017208,Terran,0.0,0.0,Not habitable
Kepler-1016 b,Kepler-1016,Transit,2016,1.954524342,2.18,5.39,1540.0,5821.0,1.0,0.99,1402.82,False,Sub-Neptune/Neptune,Too Hot,0.0,0.2467196,Superterran,0.0,0.0,Not habitable
HIP 54373 c,HIP 54373,Radial Velocity,2019,15.144,3.57,12.44,463.2,4021.0,0.564998,0.57,18.7168,False,Sub-Neptune/Neptune,Too Hot,0.0,0.35177116,Neptunian,0.0,0.0,Not habitable
L 363-38 b,L 363-38,Radial Velocity,2023,8.781,2.0,4.67,330.0,3129.0,0.274,0.21,10.2295,False,Sub-Neptune/Neptune,Too Hot,0.0,0.45244997,Superterran,0.0,0.0,Not habitable
HAT-P-46 b,HAT-P-46,Transit,2014,4.463129,14.392,156.684,1458.0,6120.0,1.396,1.284,290.736,False,Giant,Too Hot,0.0,0.06414443,Jovian,0.0,0.0,Not habitable
K2-396 c,K2-396,Transit,2022,25.76051,3.124,9.93,,5236.0,0.92,0.954,274.864,False,Sub-Neptune/Neptune,,0.0,0.26138571,Neptunian,0.0,0.0,Not habitable
TOI-1107 b,TOI-1107,Transit,2022,4.0782387,14.57167491,1064.72516345,1728.0,6311.0,1.81,1.35,281.314,False,Giant,Too Hot,0.0,0.062731753,Jovian,0.0,0.0,Not habitable
KOI-319 c,KOI-319,Transit Timing Variations,2014,80.099,11.9,8803.8468739,,5880.0,2.064,1.325,660.138,True,Giant,,,,,,,
Kepler-1992 b,Kepler-1992,Transit,2023,15.6112238,0.91,0.693,637.0,5383.0,0.842,0.874,532.955,False,Earth-sized,Too Hot,0.0,0.31154576,Terran,0.0,0.0,Not habitable
Kepler-134 b,Kepler-134,Transit,2014,5.317429,2.0,4.66,1105.0,5983.0,1.176,0.956,334.797,False,Sub-Neptune/Neptune,Too Hot,0.0,0.25882662,Superterran,0.0,0.0,Not habitable
TOI-912 b,TOI-912,Transit,2025,4.6780691,1.93,5.1,551.0,3572.0,0.419,0.418,26.1072,False,Super-Earth,Too Hot,,,,,,
TOI-913 b,TOI-913,Transit,2023,11.098644,2.4528,6.59,712.01,4969.0,0.7325,0.82,65.1769,False,Sub-Neptune/Neptune,Too Hot,0.0,0.26843716,Superterran,0.0,0.0,Not habitable
TOI-1105 b,TOI-1105,Transit,2026,10.86818410933,3.05823658,9.58,756.37,4678.46,0.755833,0.74,79.5225,False,Sub-Neptune/Neptune,Too Hot,,,,,,
Kepler-559 b,Kepler-559,Transit,2016,17.58752333,3.61,12.7,706.0,5630.0,0.95,0.96,776.708,False,Sub-Neptune/Neptune,Too Hot,0.0,0.21325096,Neptunian,0.0,0.0,Not habitable
WASP-34 b,WASP-34,Transit,2010,4.31768,11.209,177.9848,1250.0,5700.0,0.91,0.96,132.096,False,Giant,Too Hot,0.0,0.080971684,Jovian,0.0,0.0,Not habitable
Kepler-1426 b,Kepler-1426,Transit,2016,14.2563227,1.56,3.05,797.0,5831.0,1.02,1.02,1697.81,False,Super-Earth,Too Hot,0.0,0.2938901,Terran,0.0,0.0,Not habitable
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,Microlensing,2016,,13.1,988.44634577,,,,0.6,1880.0,False,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
Kepler-156 b,Kepler-156,Transit,2014,4.973456,2.3,5.9,867.0,5094.0,0.807,0.864,443.483,False,Sub-Neptune/Neptune,Too Hot,0.0,0.2504759,Superterran,0.0,0.0,Not habitable
HATS-64 b,HATS-64,Transit,2018,4.908897,18.819911,305.1168,1793.0,6554.0,2.113,1.564,1080.15,False,Giant,Too Hot,0.0,0.049722146,Jovian,0.0,0.0,Not habitable
Kepler-610 b,Kepler-610,Transit,2016,6.996926554,4.19,16.3,888.0,5943.0,1.13,1.1,845.824,False,Sub-Neptune/Neptune,Too Hot,0.0,0.17796017,Neptunian,0.0,0.0,Not habitable
TOI-2322 c,TOI-2322,Transit,2025,20.225528,1.874,18.1,496.8,4664.0,0.662,0.703,59.861,False,Super-Earth,Too Hot,,,,,,
TOI-2322 b,TOI-2322,Transit,2025,11.30717,0.994,2.31,603.1,4664.0,0.662,0.703,59.861,False,Earth-sized,Too Hot,,,,,,
Kepler-524 c,Kepler-524,Transit,2016,1.88897906,0.96,0.84,1574.0,6014.0,1.1,1.09,1058.24,False,Earth-sized,Too Hot,0.0,0.29321824,Terran,0.0,0.0,Not habitable
Kepler-398 c,Kepler-398,Transit,2014,11.419412,1.01,1.01,536.0,4493.0,0.613,0.649,177.355,False,Earth-sized,Too Hot,0.0,0.35892028,Terran,0.0,0.0,Not habitable
Kepler-1916 b,Kepler-1916,Transit,2021,31.25429916,2.61757235,7.35,635.0,6246.0,1.092,1.18,2055.82,False,Sub-Neptune/Neptune,Too Hot,0.0,0.25767204,Neptunian,0.0,0.0,Not habitable
TIC 320419023 b,TIC 320419023,Transit,2026,5.26375651589,2.77280763,8.11,,5703.36,0.952319,1.056,288.893,False,Sub-Neptune/Neptune,,,,,,,
HD 108236 f,HD 108236,Transit,2021,29.54115,2.017,4.72,609.59,5660.0,0.877,0.869,64.5978,False,Sub-Neptune/Neptune,Too Hot,0.0,0.30952833,Superterran,0.0,0.0,Not habitable
Kepler-1617 b,Kepler-1617,Transit,2016,27.4785572,1.2,1.87,736.0,6167.0,1.22,1.15,898.31,False,Earth-sized,Too Hot,0.0,0.31070689,Terran,0.0,0.0,Not habitable
HD 206893 c,HD 206893,Imaging,2022,2290.0,16.36511182,3527.8953177,1181.9,6500.0,1.31116,1.31,40.7583,False,Giant,Too Hot,0.0,0.24477558,Jovian,0.0,0.0,Not habitable
TOI-4527.01,TOI-4527,Transit,2024,0.3994445,0.9086617,0.689,1362.93,3702.0,0.485948,0.483901,18.1037,False,Earth-sized,Too Hot,,,,,,
K2-255 b,K2-255,Transit,2018,1.96417,2.9,8.75,1034.0,4676.0,0.69,0.71,191.608,False,Sub-Neptune/Neptune,Too Hot,0.0,0.219296,Neptunian,0.0,0.0,Not habitable
Kepler-1678 b,Kepler-1678,Transit,2020,147.974,3.30422249,10.9,329.0,5754.0,0.834976,1.03,847.339,False,Sub-Neptune/Neptune,Too Hot,0.0,0.51876696,Neptunian,0.0,0.0,Not habitable
HD 224018 b,HD 224018,Radial Velocity,2025,10.6413,0.91,4.1,968.0,5784.0,1.147,1.013,105.48,False,Earth-sized,Too Hot,,,,,,
Kepler-1334 b,Kepler-1334,Transit,2016,15.64591713,2.29,5.86,710.0,5614.0,0.91,0.94,1223.04,False,Sub-Neptune/Neptune,Too Hot,0.0,0.25883003,Superterran,0.0,0.0,Not habitable
Kepler-480 b,Kepler-480,Transit,2016,4.919583795,2.78,8.15,1312.0,6322.0,1.34,1.25,847.508,False,Sub-Neptune/Neptune,Too Hot,0.0,0.21997191,Neptunian,0.0,0.0,Not habitable
Kepler-1382 b,Kepler-1382,Transit,2016,16.3583055,1.88,4.19,959.0,6161.0,1.72,1.36,738.261,False,Super-Earth,Too Hot,0.0,0.26772251,Superterran,0.0,0.0,Not habitable
TOI-2068 b,TOI-2068,Transit,2024,7.768915,1.821,3.97,520.62,3710.0,0.535,0.559,52.9328,False,Super-Earth,Too Hot,,,,,,
Kepler-1030 b,Kepler-1030,Transit,2016,19.32952416,2.48,6.71,529.0,4983.0,0.76,0.8,758.702,False,Sub-Neptune/Neptune,Too Hot,0.0,0.30903593,Superterran,0.0,0.0,Not habitable
HD 153950 b,HD 153950,Radial Velocity,2008,499.39999,13.2,937.5985,295.3,6124.0,1.28,1.25,48.4549,False,Giant,Temperate,0.0,0.37926559,Jovian,1.0,0.0,Not habitable
CoRoT-11 b,CoRoT-11,Transit,2010,2.99433,16.03,740.51,1657.0,6440.0,1.37,1.27,655.037,False,Giant,Too Hot,0.0,0.057733305,Jovian,0.0,0.0,Not habitable
TOI-286 c,TOI-286,Transit,2024,39.361826,1.88,3.72,475.0,5152.0,0.78,0.832,59.2293,False,Super-Earth,Too Hot,,,,,,
TOI-1806.01,TOI-1806,Transit,2024,15.1454693,3.4095367,11.5,337.47,3272.0,0.401575,0.392935,55.5211,False,Sub-Neptune/Neptune,Too Hot,,,,,,
TOI-4443.01,TOI-4443,Transit,2024,1.8498567,1.7193265,3.6,1638.82,5834.0,1.01733,1.049133,56.0739,False,Super-Earth,Too Hot,,,,,,
K2-141 c,K2-141,Transit,2018,7.7485,7.0,8.0,695.0,4570.0,0.681,0.708,61.8736,False,Giant,Too Hot,0.0,0.14464438,Jovian,0.0,0.0,Not habitable
K2-232 b,K2-232,Transit,2018,11.168454,11.209,126.49634,1030.0,6154.0,1.161,1.188,130.72,False,Giant,Too Hot,0.0,0.084704371,Jovian,0.0,0.0,Not habitable
GJ 1132 c,GJ 1132,Radial Velocity,2018,8.929,1.52,2.91,300.0,3090.0,0.226,0.198,12.613,False,Super-Earth,Temperate,0.0,0.73238181,Terran,0.0,0.0,Not habitable
55 Cnc b,55 Cnc,Radial Velocity,1996,14.651552,13.9,263.9785,700.0,5198.0,0.98,1.015,12.5855,False,Giant,Too Hot,0.0,0.085730217,Jovian,0.0,0.0,Not habitable
