pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist
kap CrB b,kap CrB,Radial Velocity,2007,1253.68,13.3,689.6911,319.32,4840.0,4.68,1.33,30.0651
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,Microlensing,2023,,13.6,467.20775829,,,,0.72,5070.0
TOI-4559 b,TOI-4559,Transit,2024,3.965991,1.415,2.59,554.16,3558.0,0.374,0.392,31.6354
11 Com b,11 Com,Radial Velocity,2007,323.21,12.2,4914.89848585,803.26,4874.0,13.76,2.09,93.1846
nu Oph b,nu Oph,Radial Velocity,2012,529.93,12.0,7057.73298,620.57,4887.0,12.24,2.61,46.2107
TOI-4377 b,TOI-4377,Transit,2023,4.378081,15.10970598,304.1617855,1162.08,4974.0,3.52,1.36,455.82
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,Microlensing,2024,,3.67,13.03096469,,,,0.63,5900.0
HD 76920 b,HD 76920,Radial Velocity,2017,415.891,13.1,994.80291391,621.44,4664.0,8.33,1.0,184.031
75 Cet b,75 Cet,Radial Velocity,2012,696.62,13.3,787.89662095,540.31,4809.0,10.38,1.92,82.9613
LHS 3154 b,LHS 3154,Radial Velocity,2023,3.71778,3.69,13.15,343.83,2861.0,0.1405,0.1118,15.7606
TOI-1269 b,TOI-1269,Transit,2024,4.2529913,2.40144286,6.4,1004.9,5499.0,0.8521,0.9027,172.138
Kepler-23 d,Kepler-23,Transit,2014,15.27,2.206,4.44,896.0,5828.0,1.548,1.078,835.756
TOI-3919 b,TOI-3919,Transit,2024,7.433234,12.31866979,1233.17421916,1198.0,6100.0,1.319,1.208,604.591
TOI-1288 b,TOI-1288,Transit,2022,2.6998279,4.96846551,44.1,1203.44,5388.0,0.9583,0.9552,114.865
GJ 238 b,GJ 238,Transit,2024,1.7446999,0.566,0.126,758.0,3485.0,0.4314,0.4193,15.2142
Kepler-49 c,Kepler-49,Transit,2012,10.91,2.444,8.38,443.0,4095.6,0.618,0.607,311.222
TOI-5301 b,TOI-5301,Transit,2024,5.858858,13.09208946,1182.32167404,1648.0,6240.0,2.19,1.483,629.161
TOI-5232 b,TOI-5232,Transit,2024,4.0966692,12.778238,743.71847238,1772.0,6500.0,1.785,1.389,609.388
TOI-1410.01,TOI-1410,Transit,2024,1.21687,3.10083009,12.5,1236.7,4635.0,0.7558,0.7941,72.7512
TOI-1386 b,TOI-1386,Transit,2024,25.8401,6.2163865,45.8,615.03,5735.0,1.0235,1.0363,146.858
TOI-6029 b,TOI-6029,Transit,2024,5.7987,14.39233122,519.64944544,1484.0,6223.0,2.338,1.548,603.119
OGLE-2017-BLG-0448L b,OGLE-2017-BLG-0448L,Microlensing,2024,,4.08,15.6,,,,0.5,7530.0
Kepler-128 c,Kepler-128,Transit,2013,22.8,1.521,3.38,843.0,6072.0,1.659,1.184,396.379
TOI-1451 b,TOI-1451,Transit,2024,16.537944,2.61143902,15.2,723.33,5801.0,1.0162,1.0022,91.9362
TIC 4672985 b,TIC 4672985,Transit,2024,69.048,11.5004142,4049.13390518,517.2,5757.0,1.15,1.01,253.385
TOI-5218 b,TOI-5218,Transit,2024,4.291452,9.86,657.0,783.0,4230.0,0.708,0.739,377.483
Kepler-305 d,Kepler-305,Transit,2014,16.74,2.76,6.2,576.0,5090.0,0.792,0.827,868.477
TOI-1601 b,TOI-1601,Transit,2021,5.33175,14.19902343,387.0,1493.97,5982.0,2.195,1.5055,336.608
TOI-1444 b,TOI-1444,Transit,2021,0.4702743,1.41792246,3.58,2130.02,5460.0,0.9105,0.9513,125.463
TOI-1736 b,TOI-1736,Transit,2023,7.073076,3.18175535,12.3,1099.79,5636.0,1.4286,1.0373,88.9482
TOI-5634 A b,TOI-5634 A,Transit,2024,2.2035373,10.42,588.0,837.0,3896.0,0.54,0.556,306.144
TOI-1683.01,TOI-1683,Transit,2024,3.0575356,2.6382,7.45,929.25,4402.0,0.7,0.694661,51.1884
TOI-1298 b,TOI-1298,Transit,2021,4.537143,9.65807033,99.0,1278.0,5752.0,1.4536,1.2187,319.036
TOI-1751 b,TOI-1751,Transit,2024,37.46852,2.9507845,19.5,651.64,5970.0,1.3137,0.9382,113.335
K2-419 A b,K2-419 A,Transit,2024,20.35847252,10.55,196.0,377.0,3711.0,0.541,0.562,268.685
TOI-2095 b,TOI-2095,Transit,2023,17.66484,1.25,4.1,347.0,3759.0,0.44,0.44,41.9176
HIP 97166 b,HIP 97166,Transit,2021,10.288914,2.4801338,19.1,701.66,5216.0,0.8418,0.9342,65.9501
TOI-1776 b,TOI-1776,Transit,2024,2.799868,1.21612741,1.4,1269.21,5785.0,0.9356,0.9196,44.647
Kepler-963 c,Kepler-963,Transit,2024,0.919783,0.6,0.156,,5169.47,0.928,0.821,771.494
OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,Microlensing,2024,,12.9,1385.73185452,,,,0.71,5120.0
BD-14 3065 b,BD-14 3065 A,Transit,2024,4.2889731,21.59,3932.0,2001.0,6935.0,2.35,1.41,589.423
HIP 97166 c,HIP 97166,Radial Velocity,2021,16.432,2.75,8.0,642.0,5216.0,0.8418,0.9342,65.9501
TOI-1794 b,TOI-1794,Transit,2024,8.765528,3.29701268,8.7,992.91,5631.0,1.3162,0.9698,155.791
2MASS J03590986+2009361 b,2MASS J03590986+2009361,Imaging,2024,,12.2,5720.911326,2369.0,2943.0,0.289776,0.264996,117.435
TOI-663 c,TOI-663,Transit,2024,4.6955507,2.26,3.65,553.0,3681.0,0.512,0.514,64.2308
TOI-1246 c,TOI-1246,Transit,2022,5.904137,2.45109846,9.1,862.49,5213.0,0.8649,0.8889,169.422
TOI-1842 b,TOI-1842,Transit,2021,9.5739181,12.3485023,89.4,1199.55,6039.0,2.032,1.4643,223.465
TOI-1824 b,TOI-1824,Transit,2024,22.808533,2.7438269,16.0,528.67,5165.0,0.8123,0.8801,59.4314
HIP 77900 b,HIP 77900,Imaging,2024,,12.1,6674.396547,2507.0,13646.0,,,150.862
2MASS J11011926-7732383 b,2MASS J11011926-7732383,Imaging,2024,,11.9,8899.195396,2677.0,,,,
SPECULOOS-3 b,SPECULOOS-3,Transit,2024,0.71912603,0.977,0.894,553.0,2800.0,0.123,0.1009,
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,Microlensing,2024,,3.76,13.6,,,,0.57,6800.0
TOI-3071 b,TOI-3071,Transit,2024,1.266938,7.16,68.2,2155.0,6177.0,1.31,1.29,485.219
TOI-1246 e,TOI-1246,Transit,2022,37.92548,3.5141875,14.5,463.98,5213.0,0.8649,0.8889,169.422
TOI-2019 b,TOI-2019,Transit,2024,15.3444,5.33275337,34.4,917.46,5626.0,1.7457,1.1832,198.007
TIC 139270665 c,TIC 139270665,Radial Velocity,2024,1010.0,12.9,1554.18091023,200.0,5844.0,1.016,1.035,189.875
HD 48948 b,HD 48948,Radial Velocity,2024,7.34013,2.06,4.88,957.0,4593.0,0.679,0.686,16.9043
HD 93963 A c,HD 93963 A,Transit,2022,3.6451389,3.11976057,18.4,1212.45,5908.0,1.0311,1.0844,82.3432
HD 93963 A b,HD 93963 A,Transit,2022,1.0376109,1.46954368,2.8,1842.23,5908.0,1.0311,1.0844,82.3432
TOI-815 c,TOI-815,Transit,2024,34.976145,2.62,23.5,469.0,4869.0,0.77,0.776,59.7117
HD 48948 c,HD 48948,Radial Velocity,2024,38.06,2.6,7.27,553.0,4593.0,0.679,0.686,16.9043
HD 48948 d,HD 48948,Radial Velocity,2024,151.92,3.24,10.59,349.0,4593.0,0.679,0.686,16.9043
HIP 8152 c,HIP 8152,Transit,2023,19.60562,2.52442508,10.7,650.68,5618.0,0.9603,0.9373,101.694
HIP 8152 b,HIP 8152,Transit,2023,10.751014,2.53625843,8.9,794.96,5618.0,0.9603,0.9373,101.694
TOI-1669 b,TOI-1669,Radial Velocity,2023,500.0,14.1,191.0,241.72,5497.0,1.0561,0.9867,111.276
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,Microlensing,2024,,12.9,1382.55357045,,,,0.69,3680.0
TOI-329 b,TOI-329,Transit,2024,5.70439,4.94057819,40.4,1213.02,5614.0,1.5326,1.0678,284.388
TOI-480 b,TOI-480,Transit,2024,6.866196,2.85372018,20.8,1198.94,6174.0,1.4877,1.2793,54.5306
TOI-1410 c,TOI-1410,Radial Velocity,2024,47.56,5.63,27.0,397.45,4635.0,0.7558,0.7941,72.7512
TOI-757 b,TOI-757,Transit,2024,17.46819,2.5,10.5,641.0,5278.0,0.78,0.8,60.3418
GJ 900 b,GJ 900 A,Imaging,2024,,12.4,3496.112477,1.48,3976.0,0.716187,1.08,20.8065
TOI-1450 A c,TOI-1450 A,Transit,2024,5.0688,1.13,1.527,533.0,3437.0,0.483,0.48,22.4467
TOI-1855 b,TOI-1855,Transit,2024,1.36414864,18.49481816,360.09958513,1701.0,5359.0,1.041,0.987,176.833
TOI-3261 b,TOI-3261,Transit,2024,0.8831331,3.82,30.3,1722.0,5068.0,0.849,0.861,300.141
TOI-669 b,TOI-669,Transit,2023,3.945152,2.58606487,10.0,1124.85,5597.0,0.9882,0.9245,142.867
HD 25463 b,HD 25463,Transit,2023,7.0491423,2.54535814,8.7,1198.46,6353.0,1.4182,1.251,45.6181
HD 73344 b,HD 73344,Transit,2024,15.611,2.884,10.48,911.0,6252.6,1.22,1.2,35.26
TOI-2368 b,TOI-2368,Transit,2024,5.1750073,10.83908434,206.58846455,1000.0,5360.0,0.846,0.897,210.915
TOI-2107 b,TOI-2107,Transit,2024,2.4545467,13.57407563,263.79757781,1397.0,5627.0,0.932,0.961,236.705
TOI-1248 b,TOI-1248,Transit,2024,4.3601561,6.8084859,27.4,952.09,5205.0,0.8686,0.9042,168.735
TOI-837 b,TOI-837,Transit,2020,8.3249113,9.16894621,120.45696625,995.3,5995.0,1.052,1.142,142.488
SWEEPS-11 b,SWEEPS-11,Transit,2006,1.796,12.666,3082.82,,,1.45,1.1,8500.0
Kepler-24 c,Kepler-24,Transit,2011,12.33,2.514,9.99,915.0,6028.0,1.099,1.06,1156.81
Kepler-57 b,Kepler-57,Transit,2012,5.72,3.135,25.06,850.0,5187.9,0.826,0.859,644.14
TOI-3894 b,TOI-3894,Transit,2024,4.33454,15.27784069,260.61929374,1531.0,6000.0,1.502,1.138,417.365
TOI-3321 b,TOI-3321,Transit,2024,3.6525145,15.55806521,176.07693748,1616.0,5850.0,1.549,1.041,285.895
TOI-1744.01,TOI-1744,Transit,2024,22.341702927,2.68,7.65,598.0,6179.0,1.14,1.18,114.39
K2-360 c,EPIC 201595106,Radial Velocity,2024,9.79692,4.02,15.23,912.0,5679.0,0.98,0.958,232.1
WASP-132 b,WASP-132,Transit,2016,7.1335164,10.09929161,136.0305582,682.0,4686.0,0.758,0.789,122.91
TOI-469.01,TOI-469,Transit,2021,13.6308205,3.41,9.1,716.0,5289.0,0.98,0.901,68.192
K2-260 b,K2-260,Transit,2018,2.62669762,18.41635529,546.66486004,2090.0,6860.0,1.755,1.637,663.834
K2-237 b,K2-237,Transit,2018,2.18053332,16.06246934,434.15360396,1759.0,6180.0,1.236,1.256,314.995
TOI-1772.01,TOI-1772,Transit,2024,8.054246874,2.905,8.78,877.67,5583.0,0.995,0.99,97.7562
WASP-132 c,WASP-132,Transit,2022,1.01153624,1.841,6.26,1329.0,4686.0,0.758,0.789,122.91
BD-17 63 b,BD-17 63,Radial Velocity,2008,655.57,12.8,1639.99458012,168.92,4714.0,0.74,0.741,34.4603
K2-261 b,K2-261,Transit,2018,11.6334681,9.26982704,68.96876432,1036.0,5490.0,1.663,1.107,213.283
K2-321 b,K2-321,Transit,2020,2.2979749,2.05124347,4.86,830.0,3750.0,0.595,0.578,77.6888
TOI-1777.01,TOI-1777,Transit,2024,14.650111974,2.246,5.67,580.0,5859.0,0.98,1.06,79.7665
HD 20794 d,HD 20794,Radial Velocity,2011,89.68,2.04,4.8,388.0,5368.0,0.93,0.79,6.00278
HD 175167 b,HD 175167,Radial Velocity,2009,1175.0,12.3,4703.8604236,232.03,5635.0,1.75,1.09,71.0863
Kepler-289 d,Kepler-289,Transit,2014,66.0282,3.03,5.33,502.81,5990.0,1.0,1.08,704.438
Kepler-289 c,Kepler-289,Transit,2014,125.8723,11.23,157.18,394.0,5990.0,1.0,1.08,704.438
K2-167 b,K2-167,Transit,2018,9.978541,2.36509493,6.5,1220.0,6310.0,1.499,1.084,80.8994
K2-265 b,K2-265,Transit,2018,2.36902,1.70824866,7.3418362,1366.0,5420.0,0.92,0.901,138.671
Kepler-289 b,Kepler-289,Transit,2014,34.5383,2.49,3.7,607.0,5990.0,1.0,1.08,704.438
KELT-24 b,KELT-24,Transit,2019,5.55149296,12.71098411,1458.83238813,1391.0,6426.0,1.338,1.268,96.5173
TOI-3568 b,TOI-3568,Transit,2024,4.417965,5.3,26.4,899.0,4969.0,0.719,0.78,197.906
K2-57 b,K2-57,Transit,2016,9.0073,2.30905002,5.94,635.8,4413.0,0.671,0.699,264.213
K2-54 b,K2-54,Transit,2016,9.7833,2.6116925,7.33,560.0,3990.0,0.643,0.615,174.955
TOI-4638.01,TOI-4638,Transit,2024,10.283918787,2.933,8.92,779.83,5700.0,0.895,1.02,168.248
TOI-5076 b,TOI-5076,Transit,2024,23.443162,3.48935569,16.14568308,550.0,4780.0,0.844,0.789,82.857
K2-77 b,K2-77,Transit,2016,8.2000844,2.4996027,603.877,806.0,5160.0,0.792,0.847,141.731
K2-180 b,K2-180,Transit,2018,8.865663,2.46597575,11.41003981,797.5,5365.0,0.719,0.735,203.896
TOI-2458 c,TOI-2458,Radial Velocity,2024,16.553,3.18,10.22,922.76,6005.0,1.31,1.05,112.958
K2-97 b,K2-97,Transit,2016,8.407115,13.45077684,174.48779544,1566.0,4673.0,4.14,1.17,878.43
K2-182 b,K2-182,Transit,2018,4.7369696,2.71257333,20.97667486,965.8,5128.0,0.789,0.823,154.83
NGTS-33 b,NGTS-33,Transit,2024,2.827972,18.38272835,1153.71711741,1991.0,7437.0,1.47,1.6,437.855
Kepler-105 b,Kepler-105,Transit,2013,5.4122034,2.53,10.8,1418.0,5933.0,1.026,0.991,459.223
TOI-2537 b,TOI-2537,Transit,2024,94.1022,11.25381662,415.40172795,338.0,4870.0,0.771,0.771,184.986
K2-98 b,K2-98,Transit,2016,10.1367349,5.06645928,34.00763955,1185.0,6260.0,1.518,1.246,518.625
K2-114 b,K2-114,Transit,2017,11.390931,10.59248676,638.83509807,701.4,4899.0,0.832,0.863,475.758
TOI-4994 b,TOI-4994,Transit,2024,21.491984,8.54124329,88.99195396,717.6,5640.0,1.055,1.005,329.304
Kepler-105 c,Kepler-105,Transit,2014,7.12592,1.44,5.6,997.0,5933.0,1.026,0.991,459.223
TOI-2295 c,TOI-2295,Radial Velocity,2024,966.5,12.8,1783.01736327,234.9,5730.0,1.459,1.168,126.279
TOI-5110 b,TOI-5110,Transit,2024,30.158577,11.98240037,921.7023803,976.0,6160.0,2.333,1.469,392.259
TOI-2537 c,TOI-2537,Radial Velocity,2024,1920.0,12.7,2297.89938261,123.1,4870.0,0.771,0.771,184.986
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,Microlensing,2009,,5.18,23.4,,,,0.21,7700.0
K2-115 b,K2-115,Transit,2017,20.2729914,11.80305668,321.00669107,696.0,5870.0,0.855,0.918,413.591
K2-277 b,K2-277,Transit,2018,6.326768,2.18575124,7.4,1049.0,5680.0,0.973,0.974,113.123
TOI-406 c,TOI-406,Transit,2024,3.307441,1.32,2.08,584.0,3392.0,0.41,0.408,31.0597
TOI-5005 b,TOI-5005,Transit,2024,6.3085044,6.25,32.7,1040.0,5749.0,0.93,0.97,207.891
HD 86728 b,HD 86728,Radial Velocity,2025,31.1515,3.03,9.43,687.36,5610.0,1.237,0.967,14.9202
KMT-2021-BLG-2609L b,KMT-2021-BLG-2609L,Microlensing,2024,,3.17,10.17050902,,,,0.2,7480.0
TOI-5688 A b,TOI-5688 A,Transit,2024,2.94815527,10.3,124.0,742.0,3713.0,0.57,0.6,226.318
HD 222237 b,HD 222237,Radial Velocity,2024,14892.0,12.8,1649.52943233,58.74,4751.0,0.71,0.76,11.4469
HD 21520 b,HD 21520,Transit,2024,25.1292,2.697,17.7,637.0,5871.0,1.044,1.09,79.208
TOI-2768 b,TOI-2768,Transit,2024,1.50801,2.63,7.41,855.0,4008.0,0.657,0.63,78.4525
TOI-1174 b,TOI-1174,Transit,2024,8.953487683,2.562,32.0,713.83,5030.0,0.76,0.85,94.6375
TOI-2981 b,TOI-2981,Transit,2024,3.601501,13.4,638.0,1358.0,5940.0,1.08,1.03,527.789
TOI-1180 b,TOI-1180,Transit,2024,9.686760378,3.072,10.0,638.18,4738.0,0.73,0.75,72.0238
OGLE-2016-BLG-1800L b,OGLE-2016-BLG-1800L,Microlensing,2024,,13.2,823.17557413,,,,0.41,6480.0
TOI-5713 b,TOI-5713,Transit,2024,10.441989,1.77,3.78,347.2,3225.0,0.2992,0.2653,40.8668
TOI-6002 b,TOI-6002,Transit,2024,10.904821,1.65,3.36,321.4,3229.0,0.2432,0.2101,32.0266
HD 135694 b,HD 135694,Transit,2023,15.923475568,2.857,6.1,750.83,5712.0,1.08,1.02,73.8713
TOI-1295 b,TOI-1295,Transit,2024,3.1968838,15.69257298,451.31633794,2360.0,6280.0,1.7,1.38,388.227
TOI-6130 b,TOI-6130,Transit,2024,2.392679,14.3474953,333.71982735,1750.0,6110.0,1.51,1.31,220.882
TOI-1437 b,TOI-1437,Transit,2024,18.840942,2.24,9.6,794.23,6008.0,1.17,1.1,103.297
HD 183579 b,HD 183579,Transit,2021,17.471291,3.49,20.4,752.0,5784.0,0.96,0.996,57.2651
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,Microlensing,2024,,1.43,2.63,,,,0.51,6210.0
K2-203 b,K2-203,Transit,2018,9.6952,1.26549392,2.14,738.4,5026.0,0.765,0.793,166.147
TOI-6651 b,TOI-6651,Transit,2024,5.056973,5.09,61.0,1493.0,5940.0,1.721,1.323,212.128
TOI-1630.01,TOI-1630,Transit,2024,12.055734733,2.417,6.42,584.0,5504.0,0.83,0.95,66.0929
TOI-1467 b,TOI-1467,Transit,2024,5.97114713,1.92,9.0,506.07,3834.0,0.491,0.489,37.4418
TOI-1659.01,TOI-1659,Transit,2024,5.877556328,2.255,5.71,1031.14,5977.0,1.006,1.1,122.494
HD 101581 c,HIP 56998,Transit,2025,6.20401,0.99,0.937,747.0,4675.0,0.63,0.653,12.7781
K2-208 b,K2-208,Transit,2018,4.19097,1.67462172,3.45,1122.0,5500.0,0.872,0.881,256.887
TOI-1716.01,TOI-1716,Transit,2024,8.082376554,3.143,10.0,959.0,5879.0,1.24,1.07,104.158
TOI-6038 A b,TOI-6038 A,Transit,2025,5.8267311,6.41,78.5,1439.0,6110.0,1.648,1.291,179.147
HIP 116454 b,HIP 116454,Transit,2014,9.1004157,2.469,9.7,753.2,5048.0,0.758,0.8,62.4491
TOI-2420 b,TOI-2420,Transit,2024,5.842641,15.02003414,294.62693329,1571.6,5707.0,2.369,1.158,435.174
K2-225 b,K2-225,Transit,2018,15.8723,3.60929179,12.7,923.0,5520.0,1.7,1.482,357.778
TOI-1739 b,TOI-1739,Transit,2024,8.303341406,1.946,4.45,755.55,4814.0,0.781,0.78,70.9819
HD 73344 d,HD 73344,Radial Velocity,2025,5823.0,13.2,810.46243785,126.51,6148.0,1.22,1.19,35.26
TOI-2485 b,TOI-2485,Transit,2024,11.23479,12.1393261,766.60211768,1134.0,6016.4,1.72,1.163,397.953
K2-7 b,K2-7,Transit,2015,28.6781,4.03523305,15.3,786.0,5700.0,1.533,1.056,738.553
HD 118203 c,HD 118203,Radial Velocity,2024,5103.0,12.4,3747.19691853,146.0,5742.0,2.04,1.27,92.2589
TOI-4734 b,TOI-4734,Transit,2025,6.235633,10.9175472,61.65871096,1468.0,6070.0,1.857,1.391,563.068
TOI-1453 c,TOI-1453,Transit,2025,6.5886982,2.224,2.95,819.8,4975.0,0.72,0.715,78.7415
TOI-3493 b,TOI-3493,Transit,2025,8.1594667,3.22,8.97,1102.0,5844.0,1.228,1.023,96.7224
TOI-2969 b,TOI-2969,Transit,2025,1.8237146,12.32987877,368.68095212,1186.0,4738.0,0.7,0.71,163.996
TOI-5300 b,TOI-5300,Transit,2025,2.262196,9.86390302,190.6970442,1043.0,4610.0,0.65,0.67,162.51
TOI-4794 b,TOI-4794,Transit,2025,3.5658116,14.35870428,308.29355479,1673.0,6390.0,1.451,1.25,543.008
TOI-2443 b,TOI-2443,Transit,2023,15.66858,2.363,4.8,519.0,4375.0,0.631,0.642,23.9258
OGLE-2016-BLG-0007L b,OGLE-2016-BLG-0007L,Microlensing,2025,14200.0,1.09,1.32,,,,0.59,4300.0
TOI-5340 b,TOI-5340,Transit,2025,4.9394392,15.07607904,270.15414595,1566.0,5990.0,1.842,1.35,532.629
AT2021ueyL b,AT2021ueyL,Microlensing,2025,4168.69,13.6,425.89006538,,3680.0,,0.49,1040.0
Kepler-10 c,Kepler-10,Transit,2011,45.294301,2.355,11.29,579.0,5708.0,1.065,0.91,185.506
TOI-2407 b,TOI-2407,Transit,2025,2.702969,4.26,16.8,705.0,3530.0,0.567,0.548,92.4366
TOI-5386 A b,TOI-5386 A,Transit,2025,3.62156552,14.70618268,155.10026262,1488.0,6094.0,1.245,1.165,394.486
TOI-2015 c,TOI-2015,Transit Timing Variations,2025,5.582796,2.93,8.91,448.0,3297.0,0.3273,0.3041,47.3444
TOI-2015 b,TOI-2015,Transit,2023,3.348237,3.309,9.2,530.9,3297.0,0.3273,0.3041,47.3444
GJ 3998 b,GJ 3998,Radial Velocity,2016,2.65033,1.39,2.5,733.5,3726.0,0.5,0.52,18.1459
TOI-1117 b,TOI-1117,Transit,2025,2.22816,2.46,8.9,1538.0,5635.0,1.05,0.97,167.598
GJ 3998 c,GJ 3998,Radial Velocity,2016,13.727,2.5,6.82,423.49,3726.0,0.5,0.52,18.1459
TOI-640 b,TOI-640,Transit,2021,5.003777,19.2794468,181.16219199,1816.0,6460.0,2.082,1.536,341.997
K2-157 d,K2-157,Radial Velocity,2025,66.5,5.16,23.3,429.1,5334.0,0.86,0.89,298.373
TOI-1117 c,TOI-1117,Radial Velocity,2025,4.579,2.91,8.78,1210.0,5635.0,1.05,0.97,167.598
TOI-1117 d,TOI-1117,Radial Velocity,2025,8.665,3.27,10.71,978.0,5635.0,1.05,0.97,167.598
Proxima Cen d,Proxima Cen,Radial Velocity,2025,5.12338,0.692,0.26,282.0,2900.0,0.141,0.1221,1.30119
Proxima Cen b,Proxima Cen,Radial Velocity,2016,11.18465,1.02,1.055,218.0,2900.0,0.141,0.1221,1.30119
LP 261-75 b,LP 261-75 A,Imaging,2006,,12.1,6674.396547,1500.0,3138.0,0.308,0.22,33.928
TIC 88785435 b,TIC 88785435,Transit,2025,10.508843,5.03,22.3,635.0,3998.0,0.911,0.724,122.386
TOI-1238 c,TOI-1238,Transit,2022,3.294736,2.11,8.32,695.0,4089.0,0.58,0.59,70.7145
TOI-1238 b,TOI-1238,Transit,2022,0.764597,1.21,3.76,1133.0,4089.0,0.58,0.59,70.7145
KOI-1843.03,Kepler-974,Transit,2013,0.1768913,0.61,8.0,1654.0,3584.0,0.45,0.46,134.311
TOI-5143 c,TOI-5143,Transit,2025,5.2097118,16.25302201,,904.48,5183.0,0.852,0.864,181.38
TOI-1803 b,TOI-1803,Transit,2025,6.293287,2.99,10.32,747.0,4687.0,0.715,0.756,119.24
TOI-5882 b,TOI-5882,Transit,2025,7.148972,11.46678726,6995.40323807,1515.0,5920.0,2.26,1.334,416.104
TOI-4465 b,TOI-4465,Transit,2025,101.94054,14.01122587,1872.00931723,427.0,5545.0,1.014,0.93,121.139
TOI-1478 b,TOI-1478,Transit,2021,10.1802117,11.99360935,279.68899816,918.0,5597.0,1.048,0.947,152.892
HIP 67851 b,HIP 67851,Radial Velocity,2015,89.23,13.7,365.50266805,840.72,4840.0,5.45,1.28,64.1181
HIP 67851 c,HIP 67851,Radial Velocity,2015,3128.41,12.7,2204.77565936,255.43,4840.0,5.45,1.28,64.1181
TOI-2346 b,TOI-2346,Transit,2025,3.3312029,16.11851425,394.10722468,1689.0,6480.0,1.38,1.271,437.484
HD 94890 b,HD 94890,Radial Velocity,2025,824.61,13.3,676.97450691,533.83,4867.0,10.71,1.74,61.7012
HD 87816 b,HD 87816,Radial Velocity,2025,484.17,12.7,2142.16346318,567.39,4989.0,9.0,2.41,133.233
TOI-2886 b,TOI-2886,Transit,2025,1.60200105,18.6405349,444.9597698,1978.0,6240.0,1.241,1.229,413.673
TOI-2876 b,TOI-2876,Transit,2025,6.2996431,9.6397234,54.03082919,929.0,5271.0,0.873,0.939,225.744
TOI-2986 b,TOI-2986,Transit,2025,3.2783662,9.292245,96.61983573,1622.0,5906.0,1.458,1.122,563.149
WASP-116 b,WASP-116,Transit,2025,6.6132,13.67495645,203.41018048,1414.0,6250.0,1.426,1.25,559.243
HD 102888 b,HD 102888,Radial Velocity,2025,252.06,12.8,1808.44363583,688.63,4990.0,8.6,2.42,126.484
HD 94890 c,HD 94890,Radial Velocity,2025,2492.19,12.5,2831.85110637,369.1,4867.0,10.71,1.74,61.7012
TOI-3135 b,TOI-3135,Transit,2025,3.7065585,13.65253849,327.36325921,1292.0,5890.0,0.985,1.044,221.673
Gaia-4 b,Gaia-4,Astrometry,2025,571.3,12.4,3750.3752026,,4034.0,0.624,0.644,73.4829
WASP-188 b,WASP-188,Transit,2025,5.748916,14.81827249,458.6263913,1666.0,6850.0,1.83,1.5,675.281
WASP-154 b,WASP-154,Transit,2025,3.811678,10.76062147,198.96058278,994.0,4774.0,0.823,0.8,215.501
TIC 434398831 b,TIC 434398831,Transit,2025,3.685504,3.51,12.1,1250.0,5638.0,0.909,0.992,217.011
TOI-3464 b,TOI-3464,Transit,2025,3.6515568,13.7646283,397.28550875,1693.0,6370.0,1.56,1.363,597.774
HR 858 c,HR 858,Transit,2019,5.973865,1.979,3.8,1309.0,6354.0,1.258,1.204,31.964
WASP-197 b,WASP-197,Transit,2025,5.167228,14.44837612,403.32424848,1665.0,6050.0,2.112,1.36,483.675
WASP-102 b,WASP-102,Transit,2025,2.709813,14.90794433,197.68926915,1671.0,5990.0,1.375,1.08,535.689
TOI-3486 b,TOI-3486,Transit,2025,2.21778105,10.5700688,99.16246298,1190.0,4930.0,0.788,0.837,154.715
TOI-2328 b,TOI-2328,Transit,2025,17.10197,9.97599282,50.85254512,842.0,5525.0,0.9,0.95,231.782
TOI-3837 b,TOI-3837,Transit,2025,11.88865,10.87271128,187.51876013,1178.0,5905.0,1.2,0.89,311.705
Gl 410 b,Gl 410,Radial Velocity,2025,6.02,2.83,8.4,592.44,3842.0,0.543,0.55,11.9324
HD 219666 b,HD 219666,Transit,2018,6.034468,4.898,17.6,1076.0,5540.0,1.059,1.02,94.1719
TOI-3682 b,TOI-3682,Transit,2025,3.3462406,12.80065596,69.28659273,1657.0,5703.0,1.735,1.32,404.211
TOI-6628 b,TOI-6628,Transit,2025,18.18424,10.98480109,235.19302118,833.0,5463.0,1.01,0.97,320.527
Kepler-289 e,Kepler-289,Transit,2025,330.0716,2.94,17.4,286.0,5990.0,0.985,1.061,704.438
KMT-2022-BLG-2076L b,KMT-2022-BLG-2076L,Microlensing,2025,,13.9,279.68899816,,,,0.67,5570.0
TOI-4214 b,TOI-4214,Transit,2025,3.4913885,10.68215861,165.27077164,1642.0,6370.0,1.434,1.382,346.881
GJ 581 c,GJ 581,Radial Velocity,2007,12.9211,2.5,6.81,346.13,3500.0,0.302,0.295,6.2981
